WeatherIndexCaclculator [value=-4.24]
WeatherIndexCaclculator [value=-4.11]
WeatherIndexCaclculator [value=-3.5]
WeatherIndexCaclculator [value=-3.55]
WeatherIndexCaclculator [value=-3.86]
WeatherIndexCaclculator [value=-3.91]
WeatherIndexCaclculator [value=-4.4]
WeatherIndexCaclculator [value=-4.83]
WeatherIndexCaclculator [value=-3.56]
WeatherIndexCaclculator [value=-2.99]
WeatherIndexCaclculator [value=-2.48]
WeatherIndexCaclculator [value=-2.64]
WeatherIndexCaclculator [value=-3.64]
WeatherIndexCaclculator [value=-4.7]
WeatherIndexCaclculator [value=-5.82]
WeatherIndexCaclculator [value=-5.52]
WeatherIndexCaclculator [value=-5.77]
WeatherIndexCaclculator [value=-5.03]
WeatherIndexCaclculator [value=-4.77]
WeatherIndexCaclculator [value=-5.08]
WeatherIndexCaclculator [value=-4.67]
WeatherIndexCaclculator [value=-4.58]
WeatherIndexCaclculator [value=-2.37]
WeatherIndexCaclculator [value=-2.09]
WeatherIndexCaclculator [value=-2.13]
WeatherIndexCaclculator [value=-2.05]
WeatherIndexCaclculator [value=-2.7]
WeatherIndexCaclculator [value=-3.2]
WeatherIndexCaclculator [value=-2.85]
WeatherIndexCaclculator [value=-3.44]
WeatherIndexCaclculator [value=-3.95]
WeatherIndexCaclculator [value=-3.67]
WeatherIndexCaclculator [value=-3.99]
WeatherIndexCaclculator [value=-2.98]
WeatherIndexCaclculator [value=-2.68]
WeatherIndexCaclculator [value=-2.7]
WeatherIndexCaclculator [value=-2.6]
WeatherIndexCaclculator [value=-2.98]
WeatherIndexCaclculator [value=-3.62]
WeatherIndexCaclculator [value=-4.66]
WeatherIndexCaclculator [value=-4.31]
WeatherIndexCaclculator [value=-3.23]
WeatherIndexCaclculator [value=-3.28]
WeatherIndexCaclculator [value=-4.27]
WeatherIndexCaclculator [value=-5.36]
WeatherIndexCaclculator [value=-4.3]
WeatherIndexCaclculator [value=-4.24]
WeatherIndexCaclculator [value=-3.79]
WeatherIndexCaclculator [value=-4.46]
WeatherIndexCaclculator [value=-4.99]
WeatherIndexCaclculator [value=-4.68]
WeatherIndexCaclculator [value=-4.27]
WeatherIndexCaclculator [value=-4.8]
WeatherIndexCaclculator [value=-5.62]
WeatherIndexCaclculator [value=-5.1]
WeatherIndexCaclculator [value=-5.0]
WeatherIndexCaclculator [value=-5.35]
WeatherIndexCaclculator [value=-5.71]
WeatherIndexCaclculator [value=-5.73]
WeatherIndexCaclculator [value=-4.33]
WeatherIndexCaclculator [value=-4.37]
WeatherIndexCaclculator [value=-6.87]
WeatherIndexCaclculator [value=-7.63]
WeatherIndexCaclculator [value=-6.01]
WeatherIndexCaclculator [value=-5.74]
WeatherIndexCaclculator [value=-6.32]
WeatherIndexCaclculator [value=-5.74]
WeatherIndexCaclculator [value=-5.75]
WeatherIndexCaclculator [value=-5.73]
WeatherIndexCaclculator [value=-6.3]
WeatherIndexCaclculator [value=-6.92]
WeatherIndexCaclculator [value=-8.67]
WeatherIndexCaclculator [value=-10.95]
WeatherIndexCaclculator [value=-8.62]
WeatherIndexCaclculator [value=-6.55]
WeatherIndexCaclculator [value=-6.42]
WeatherIndexCaclculator [value=-7.01]
WeatherIndexCaclculator [value=-6.8]
WeatherIndexCaclculator [value=-5.63]
WeatherIndexCaclculator [value=-5.05]
WeatherIndexCaclculator [value=-5.8]
WeatherIndexCaclculator [value=-6.2]
WeatherIndexCaclculator [value=-6.7]
WeatherIndexCaclculator [value=-7.49]
WeatherIndexCaclculator [value=-8.04]
WeatherIndexCaclculator [value=-9.11]
WeatherIndexCaclculator [value=-9.37]
WeatherIndexCaclculator [value=-10.18]
WeatherIndexCaclculator [value=-9.85]
WeatherIndexCaclculator [value=-9.41]
WeatherIndexCaclculator [value=-10.3]
WeatherIndexCaclculator [value=-11.86]
WeatherIndexCaclculator [value=-11.46]
WeatherIndexCaclculator [value=-9.12]
WeatherIndexCaclculator [value=-6.71]
WeatherIndexCaclculator [value=-6.0]
WeatherIndexCaclculator [value=-5.43]
WeatherIndexCaclculator [value=-5.54]
WeatherIndexCaclculator [value=-6.92]
WeatherIndexCaclculator [value=-9.72]
WeatherIndexCaclculator [value=-8.59]
WeatherIndexCaclculator [value=-8.97]
WeatherIndexCaclculator [value=-9.81]
WeatherIndexCaclculator [value=-7.25]
WeatherIndexCaclculator [value=-7.37]
WeatherIndexCaclculator [value=-8.34]
WeatherIndexCaclculator [value=-8.88]
WeatherIndexCaclculator [value=-8.65]
WeatherIndexCaclculator [value=-9.41]
WeatherIndexCaclculator [value=-11.98]
WeatherIndexCaclculator [value=-12.05]
WeatherIndexCaclculator [value=-10.31]
WeatherIndexCaclculator [value=-7.32]
WeatherIndexCaclculator [value=-8.58]
WeatherIndexCaclculator [value=-9.78]
WeatherIndexCaclculator [value=-9.84]
WeatherIndexCaclculator [value=-10.32]
WeatherIndexCaclculator [value=-10.11]
WeatherIndexCaclculator [value=-10.57]
WeatherIndexCaclculator [value=-12.43]
WeatherIndexCaclculator [value=-13.26]
WeatherIndexCaclculator [value=-9.97]
WeatherIndexCaclculator [value=-8.02]
WeatherIndexCaclculator [value=-9.34]
WeatherIndexCaclculator [value=-11.67]
WeatherIndexCaclculator [value=-10.93]
WeatherIndexCaclculator [value=-12.51]
WeatherIndexCaclculator [value=-11.35]
WeatherIndexCaclculator [value=-10.32]
WeatherIndexCaclculator [value=-10.07]
WeatherIndexCaclculator [value=-10.53]
WeatherIndexCaclculator [value=-9.66]
WeatherIndexCaclculator [value=-10.35]
WeatherIndexCaclculator [value=-11.83]
WeatherIndexCaclculator [value=-15.46]
WeatherIndexCaclculator [value=-14.56]
