BMRCalculator,23,MALE,69.96662307,172.085,1734.253894309412
BMRCalculator,22,MALE,78.5848781,183.515,1916.7114091799601
BMRCalculator,22,MALE,69.85322498,168.275,1720.386916134968
BMRCalculator,26,MALE,83.80119036,183.515,1961.4240488545756
BMRCalculator,24,MALE,83.57439417,180.975,1959.106856368172
BMRCalculator,24,MALE,95.36779579,189.865,2165.7643350857643
BMRCalculator,26,MALE,82.10021897,177.165,1906.262015687852
BMRCalculator,25,MALE,79.83225712,184.15,1916.7769620113918
BMRCalculator,25,MALE,86.63614267,187.96,2029.403847540772
BMRCalculator,23,MALE,89.92468735,186.69,2081.7824075622602
BMRCalculator,26,MALE,84.48157891,189.23,1999.3743395387555
BMRCalculator,27,MALE,97.97595192,193.04,2197.251132423072
BMRCalculator,32,MALE,81.87342279,176.53,1859.4361098389643
BMRCalculator,30,MALE,93.09983394,180.975,2049.566893909304
BMRCalculator,35,MALE,85.16196747,176.53,1884.393860860452
BMRCalculator,35,MALE,73.82215822,167.64,1683.9740029781522
BMRCalculator,34,MALE,88.79070643,180.34,1960.1124005427878
BMRCalculator,32,MALE,94.91420342,180.34,2057.8302817504723
BMRCalculator,28,MALE,83.34759799,172.085,1884.4887090192842
BMRCalculator,33,MALE,96.04818435,186.69,2098.44028890746
BMRCalculator,28,MALE,81.19303423,172.72,1858.0371055172682
BMRCalculator,28,MALE,90.94527019,177.165,2014.3856220448042
BMRCalculator,31,MALE,63.61632989,173.355,1599.2413936153241
BMRCalculator,32,MALE,67.47186504,177.8,1667.7458392840638
BMRCalculator,28,MALE,68.60584596,172.085,1681.766031803536
BMRCalculator,27,MALE,72.23458492,181.61,1786.0784309858723
BMRCalculator,34,MALE,59.64739666,171.45,1514.8659249096559
BMRCalculator,31,MALE,67.13167076,171.45,1638.051668623216
BMRCalculator,27,MALE,60.4411833,164.465,1538.1187107682802
BMRCalculator,29,MALE,72.91497348,175.26,1750.1539073075683
BMRCalculator,32,MALE,82.55381134,187.325,1922.8031645231438
BMRCalculator,29,MALE,72.68817729,180.975,1775.628956321164
BMRCalculator,27,MALE,76.20351816,180.975,1837.480517829056
BMRCalculator,41,MALE,99.10993285,180.34,2054.7332745800604
BMRCalculator,41,MALE,112.1507135,186.69,2265.8358287666
BMRCalculator,49,MALE,86.97633695,165.1,1757.5866252016203
BMRCalculator,40,MALE,91.73905683,177.8,1947.4185539034281
BMRCalculator,50,MALE,89.2442988,173.355,1823.3219708780798
BMRCalculator,46,MALE,164.7220692,183.515,2939.1156063107196
BMRCalculator,50,MALE,92.07925111,170.18,1846.4216235642762
BMRCalculator,45,MALE,119.1813952,174.625,2275.1341367323203
BMRCalculator,44,MALE,92.98643585,74.93,1422.86254023486
BMRCalculator,48,MALE,98.42954429,177.8,1985.383461258364
BMRCalculator,41,MALE,96.16158244,181.61,2020.5429300819042
BMRCalculator,39,MALE,56.81244434,172.72,1448.459985585944
BMRCalculator,43,MALE,74.50254677,186.055,1731.426203662332
BMRCalculator,40,MALE,60.5545814,171.45,1486.8111665802398
BMRCalculator,39,MALE,67.35846695,180.975,1634.7869116096201
BMRCalculator,45,MALE,61.57516423,173.99,1479.779195425268
BMRCalculator,47,MALE,57.83302718,169.545,1392.5691550684878
BMRCalculator,47,MALE,71.78099255,183.515,1654.27209665058
BMRCalculator,40,MALE,63.16273752,175.26,1541.740059280032
BMRCalculator,51,MALE,62.25555278,172.085,1439.0743401094478
BMRCalculator,49,MALE,69.28623452,186.69,1622.340659625232
BMRCalculator,42,MALE,61.80196041,171.45,1490.454623774156
BMRCalculator,54,MALE,89.81128926,182.88,1851.755429387816
BMRCalculator,58,MALE,82.32701516,172.72,1670.9811576742559
BMRCalculator,62,MALE,91.28546446,176.53,1786.2167420681358
BMRCalculator,54,MALE,91.85245493,179.705,1863.939245715388
BMRCalculator,61,MALE,81.53322851,167.005,1611.206461678116
BMRCalculator,62,MALE,97.97595192,186.055,1925.878081923072
BMRCalculator,56,MALE,81.07963614,173.99,1673.6918913428242
BMRCalculator,54,MALE,87.6567255,178.435,1799.8870618858
BMRCalculator,61,MALE,80.73944186,170.18,1616.1761026819759
BMRCalculator,57,MALE,93.21323204,177.8,1852.855821721264
BMRCalculator,55,MALE,83.2341999,171.45,1697.3672083448396
BMRCalculator,54,MALE,68.71924406,179.705,1545.820583115496
BMRCalculator,55,MALE,70.19341926,181.61,1568.869137295816
BMRCalculator,54,MALE,70.42021544,175.895,1550.1490881447041
BMRCalculator,55,MALE,71.100604,181.61,1581.3443789664002
BMRCalculator,62,MALE,75.97672198,181.61,1601.113802980168
BMRCalculator,55,MALE,66.5646803,174.625,1484.02012011348
BMRCalculator,56,MALE,72.91497348,187.325,1628.133721807568
BMRCalculator,55,MALE,56.69904625,162.56,1287.9870524115
