BMICalculator,69.96662307,172.085,23.626798688572382,NORMAL
BMICalculator,78.5848781,183.515,23.334357523230683,NORMAL
BMICalculator,69.85322498,168.275,24.66875677082076,OVERWEIGHT
BMICalculator,83.80119036,183.515,24.883247057331157,OVERWEIGHT
BMICalculator,83.57439417,180.975,25.517379140834,OVERWEIGHT
BMICalculator,95.36779579,189.865,26.455252914890565,OVERWEIGHT
BMICalculator,82.10021897,177.165,26.157031675274023,OVERWEIGHT
BMICalculator,79.83225712,184.15,23.54154502097351,NORMAL
BMICalculator,86.63614267,187.96,24.52269717149003,OVERWEIGHT
BMICalculator,89.92468735,186.69,25.801017013205296,OVERWEIGHT
BMICalculator,84.48157891,189.23,23.592938913367583,NORMAL
BMICalculator,97.97595192,193.04,26.29207569287715,OVERWEIGHT
BMICalculator,81.87342279,176.53,26.272772451243366,OVERWEIGHT
BMICalculator,93.09983394,180.975,28.425737143404113,OVERWEIGHT
BMICalculator,85.16196747,176.53,27.32805001420778,OVERWEIGHT
BMICalculator,73.82215822,167.64,26.268267697462857,OVERWEIGHT
BMICalculator,88.79070643,180.34,27.301303356127836,OVERWEIGHT
BMICalculator,94.91420342,180.34,29.184151861856588,OVERWEIGHT
BMICalculator,83.34759799,172.085,28.145376073325902,OVERWEIGHT
BMICalculator,96.04818435,186.69,27.557958904616964,OVERWEIGHT
BMICalculator,81.19303423,172.72,27.216577585512432,OVERWEIGHT
BMICalculator,90.94527019,177.165,28.975054426413116,OVERWEIGHT
BMICalculator,63.61632989,173.355,21.168781771502015,NORMAL
BMICalculator,67.47186504,177.8,21.343183668408148,NORMAL
BMICalculator,68.60584596,172.085,23.167282344531866,NORMAL
BMICalculator,72.23458492,181.61,21.90108671400285,NORMAL
BMICalculator,59.64739666,171.45,20.291610366046523,NORMAL
BMICalculator,67.13167076,171.45,22.837705961392725,NORMAL
BMICalculator,60.4411833,164.465,22.345289183653897,NORMAL
BMICalculator,72.91497348,175.26,23.73838162799199,NORMAL
BMICalculator,82.55381134,187.325,23.525867462329582,NORMAL
BMICalculator,72.68817729,180.975,22.193541423611013,NORMAL
BMICalculator,76.20351816,180.975,23.266864020560913,NORMAL
BMICalculator,99.10993285,180.34,30.474251767289488,OBESITY
