CalorieIntakeCalculator,23,MALE,69.96662307,172.085,MODERATE_EXERCISE,2688.0935361795887
CalorieIntakeCalculator,22,MALE,78.5848781,183.515,LITTLE_TO_NO_EXERCISE,2300.053691015952
CalorieIntakeCalculator,22,MALE,69.85322498,168.275,LIGHT_EXERCISE,2365.532009685581
CalorieIntakeCalculator,26,MALE,83.80119036,183.515,MODERATE_EXERCISE,3040.2072757245924
CalorieIntakeCalculator,24,MALE,83.57439417,180.975,LITTLE_TO_NO_EXERCISE,2350.928227641806
CalorieIntakeCalculator,24,MALE,95.36779579,189.865,LIGHT_EXERCISE,2977.925960742926
CalorieIntakeCalculator,26,MALE,82.10021897,177.165,LITTLE_TO_NO_EXERCISE,2287.514418825422
CalorieIntakeCalculator,25,MALE,79.83225712,184.15,LIGHT_EXERCISE,2635.5683227656637
CalorieIntakeCalculator,25,MALE,86.63614267,187.96,MODERATE_EXERCISE,3145.5759636881967
CalorieIntakeCalculator,23,MALE,89.92468735,186.69,LITTLE_TO_NO_EXERCISE,2498.138889074712
CalorieIntakeCalculator,26,MALE,84.48157891,189.23,LIGHT_EXERCISE,2749.1397168657886
CalorieIntakeCalculator,27,MALE,97.97595192,193.04,LIGHT_EXERCISE,3021.2203070817236
CalorieIntakeCalculator,32,MALE,81.87342279,176.53,MODERATE_EXERCISE,2882.125970250395
CalorieIntakeCalculator,30,MALE,93.09983394,180.975,LITTLE_TO_NO_EXERCISE,2459.4802726911644
CalorieIntakeCalculator,35,MALE,85.16196747,176.53,LIGHT_EXERCISE,2591.0415586831214
CalorieIntakeCalculator,35,MALE,73.82215822,167.64,LITTLE_TO_NO_EXERCISE,2020.7688035737824
CalorieIntakeCalculator,34,MALE,88.79070643,180.34,LIGHT_EXERCISE,2695.1545507463334
CalorieIntakeCalculator,32,MALE,94.91420342,180.34,MODERATE_EXERCISE,3189.636936713232
CalorieIntakeCalculator,28,MALE,83.34759799,172.085,LITTLE_TO_NO_EXERCISE,2261.386450823141
CalorieIntakeCalculator,33,MALE,96.04818435,186.69,LIGHT_EXERCISE,2885.3553972477575
CalorieIntakeCalculator,28,MALE,81.19303423,172.72,HEAVY_EXERCISE,3205.114007017288
CalorieIntakeCalculator,28,MALE,90.94527019,177.165,MODERATE_EXERCISE,3122.2977141694464
CalorieIntakeCalculator,31,MALE,63.61632989,173.355,LITTLE_TO_NO_EXERCISE,1919.089672338389
CalorieIntakeCalculator,32,MALE,67.47186504,177.8,LIGHT_EXERCISE,2293.150529015588
CalorieIntakeCalculator,28,MALE,68.60584596,172.085,MODERATE_EXERCISE,2606.7373492954807
CalorieIntakeCalculator,27,MALE,72.23458492,181.61,LITTLE_TO_NO_EXERCISE,2143.2941171830466
CalorieIntakeCalculator,34,MALE,59.64739666,171.45,LIGHT_EXERCISE,2082.940646750777
CalorieIntakeCalculator,31,MALE,67.13167076,171.45,LITTLE_TO_NO_EXERCISE,1965.6620023478592
CalorieIntakeCalculator,27,MALE,60.4411833,164.465,LIGHT_EXERCISE,2114.913227306385
CalorieIntakeCalculator,29,MALE,72.91497348,175.26,MODERATE_EXERCISE,2712.7385563267308
CalorieIntakeCalculator,32,MALE,82.55381134,187.325,LITTLE_TO_NO_EXERCISE,2307.3637974277726
CalorieIntakeCalculator,29,MALE,72.68817729,180.975,LIGHT_EXERCISE,2441.4898149416003
CalorieIntakeCalculator,27,MALE,76.20351816,180.975,LIGHT_EXERCISE,2526.535712014952
CalorieIntakeCalculator,41,MALE,99.10993285,180.34,MODERATE_EXERCISE,3184.836575599094
CalorieIntakeCalculator,41,MALE,112.1507135,186.69,LITTLE_TO_NO_EXERCISE,2719.00299451992
CalorieIntakeCalculator,49,MALE,86.97633695,165.1,LIGHT_EXERCISE,2416.681609652228
CalorieIntakeCalculator,40,MALE,91.73905683,177.8,LITTLE_TO_NO_EXERCISE,2336.9022646841136
CalorieIntakeCalculator,50,MALE,89.2442988,173.355,LIGHT_EXERCISE,2507.0677099573595
CalorieIntakeCalculator,46,MALE,164.7220692,183.515,MODERATE_EXERCISE,4555.629189781615
CalorieIntakeCalculator,50,MALE,92.07925111,170.18,LITTLE_TO_NO_EXERCISE,2215.7059482771315
CalorieIntakeCalculator,45,MALE,119.1813952,174.625,LIGHT_EXERCISE,3128.3094380069406
CalorieIntakeCalculator,44,MALE,92.98643585,74.93,HEAVY_EXERCISE,2454.4378819051335
CalorieIntakeCalculator,48,MALE,98.42954429,177.8,MODERATE_EXERCISE,3077.3443649504643
CalorieIntakeCalculator,41,MALE,96.16158244,181.61,LITTLE_TO_NO_EXERCISE,2424.651516098285
CalorieIntakeCalculator,39,MALE,56.81244434,172.72,LIGHT_EXERCISE,1991.632480180673
CalorieIntakeCalculator,43,MALE,74.50254677,186.055,MODERATE_EXERCISE,2683.7106156766145
CalorieIntakeCalculator,40,MALE,60.5545814,171.45,LITTLE_TO_NO_EXERCISE,1784.1733998962877
CalorieIntakeCalculator,39,MALE,67.35846695,180.975,LIGHT_EXERCISE,2247.8320034632275
CalorieIntakeCalculator,45,MALE,61.57516423,173.99,LITTLE_TO_NO_EXERCISE,1775.7350345103216
CalorieIntakeCalculator,47,MALE,57.83302718,169.545,LIGHT_EXERCISE,1914.7825882191707
CalorieIntakeCalculator,47,MALE,71.78099255,183.515,HEAVY_EXERCISE,2853.6193667222506
CalorieIntakeCalculator,40,MALE,63.16273752,175.26,MODERATE_EXERCISE,2389.6970918840498
CalorieIntakeCalculator,51,MALE,62.25555278,172.085,LITTLE_TO_NO_EXERCISE,1726.8892081313372
CalorieIntakeCalculator,49,MALE,69.28623452,186.69,LIGHT_EXERCISE,2230.718406984694
CalorieIntakeCalculator,42,MALE,61.80196041,171.45,MODERATE_EXERCISE,2310.204666849942
CalorieIntakeCalculator,54,MALE,89.81128926,182.88,LITTLE_TO_NO_EXERCISE,2222.106515265379
CalorieIntakeCalculator,58,MALE,82.32701516,172.72,LIGHT_EXERCISE,2297.5990918021016
CalorieIntakeCalculator,62,MALE,91.28546446,176.53,LITTLE_TO_NO_EXERCISE,2143.460090481763
CalorieIntakeCalculator,54,MALE,91.85245493,179.705,LIGHT_EXERCISE,2562.9164628586586
CalorieIntakeCalculator,61,MALE,81.53322851,167.005,MODERATE_EXERCISE,2497.37001560108
CalorieIntakeCalculator,62,MALE,97.97595192,186.055,LITTLE_TO_NO_EXERCISE,2311.0536983076863
CalorieIntakeCalculator,56,MALE,81.07963614,173.99,LIGHT_EXERCISE,2301.3263505963832
