4118,Toronto,Canada,43.64856,-79.385368
44418,London,United Kingdom,51.507702,-0.12797
116545,Mexico City,Mexico,19.4319,-99.132896
124162,Guadalajara,Mexico,20.653259,-103.357407
134047,Monterrey,Mexico,25.70719,-100.284607
2487956,San Francisco,United States,37.747398,-122.439217
349859,Santiago,Chile,-33.463039,-70.647942
368148,Bogota,Colombia,4.65637,-74.11779
368150,Medellin,Colombia,6.23651,-75.590279
418440,Lima,Peru,-12.0436,-77.021217
455821,Belo Horizonte,Brazil,-19.899309,-43.964352
455823,Porto Alegre,Brazil,-30.03425,-51.22802
455824,Recife,Brazil,-8.04029,-34.933559
455825,Rio de Janeiro,Brazil,-22.97673,-43.19508
455826,Salvador,Brazil,-12.97002,-38.504559
455827,Sao Paulo,Brazil,-23.57538,-46.615639
468739,Buenos Aires,Argentina,-34.614498,-58.44619
615702,Paris,France,48.85693,2.3412
648820,Essen,Germany,51.451809,7.0106
710129,Ancona,Italy,43.611698,13.5088
718345,Milan,Italy,45.4781,9.17789
719258,Naples,Italy,40.8521,14.2363
721943,Rome,Italy,41.898399,12.4956
753692,Barcelona,Spain,41.39917,2.15397
766273,Madrid,Spain,40.421429,-3.67163
1044316,Surabaya,Indonesia,-7.25857,112.746689
1047180,Bandung,Indonesia,-6.91242,107.606911
1047378,Jakarta,Indonesia,-6.25608,106.808998
1105779,Sydney,Australia,-33.856281,1
